CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10001,-1.2052181828135593,-0.24943448080104266,-0.11353236046441266,-0.9870895765852097,0.3944798389468058,-0.9307329425951407,-0.8064903456392755,-0.6786608078479125,-0.7073131650492337,-0.675348857882429,-0.47606981743568183,-0.511333250061439,-1.4471625356595503,-0.8244840480758351,-0.8298414189279688,-0.5255509710834134,0.36067954425377496
C10002,0.9489176249415041,0.1343246710512249,-1.6798546150864755,-0.9870895765852097,-1.0874537591097875,1.528788189076239,-1.2217580572960502,-0.6786608078479125,-0.9169951914991048,0.573962722280416,0.11007385158785597,-0.5917958767710622,0.9260602243105087,1.0650331199443501,0.9081841333499626,0.23422689681747927,0.36067954425377496
C10003,0.824992579895208,0.5180838229034924,0.6007265159248166,1.0620216784933108,-1.0874537591097875,-0.9307329425951407,1.2698432294420248,2.673451079746117,-0.9169951914991048,-0.675348857882429,-0.47606981743568183,-0.10902011651332345,1.0102290424190807,-0.1192998791281338,0.45040682561423784,-0.5255509710834134,0.36067954425377496
C10004,0.6246531900738913,-1.0169527845055772,0.8274988478905868,1.2657775245155067,-1.0874537591097875,0.5643724740062238,-1.0141254472683061,-0.39931926791903927,-0.9169951914991048,-0.25891333024358754,-0.3295339001797974,-0.5515645634162506,1.0102290424190807,-4.161996346159989,-0.14427089302511636,-0.5255509710834134,0.36067954425377496
C10005,0.2712599653599899,0.5180838229034924,-0.7084812783670852,-0.11430675378239118,-1.0874537591097875,-0.9307329425951407,-1.0141254472683061,-0.39931926791903927,-0.9169951914991048,-0.675348857882429,-0.47606981743568183,-0.5515645634162506,-1.2249092689515677,-0.06497945744306327,-0.3518325434934517,-0.5255509710834134,0.36067954425377496
C10006,0.6655618142119589,0.5180838229034924,0.787360017455241,-0.9870895765852097,1.2468348885750633,-0.9307329425951407,0.43931029772976204,-0.6786608078479125,0.5507840260387573,-0.675348857882429,-0.47606981743568183,-0.2699453699325697,-0.7305268501585123,0.38980518262428354,1.5989679977363442,-0.5255509710834134,0.36067954425377496
C10007,0.13973745307319124,0.5180838229034924,1.3601209556697935,1.7128871331942417,1.032628884984895,-0.9307329425951407,1.2698432294420248,2.673451079746117,1.5991991906768772,-0.675348857882429,-0.47606981743568183,1.9830081779368776,1.7273342908986054,1.3397887525901082,-0.5320642971765931,2.8934528534744284,0.36067954425377496
C10008,0.6693394387416488,0.5180838229034924,0.4048205365035175,-0.9870895765852097,0.8849054658572103,-0.9307329425951407,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.675348857882429,-0.47606981743568183,-0.10902011651332345,-0.4315922869552306,-0.06430439898892928,0.309870536493633,-0.5255509710834134,0.36067954425377496
C10009,0.3784634562797204,0.5180838229034924,0.6377655442551972,1.0140311640003792,0.6328340936702596,-0.9307329425951407,-0.39122512558378747,-0.39931926791903927,-0.28794659595510924,-0.675348857882429,-0.47606981743568183,-0.39063930999700436,0.9260602243105087,-0.055849780066100994,-0.14530962899567967,-0.5255509710834134,0.36067954425377496
C10010,-0.5611608009782971,-1.4007119363578449,0.7738164815999203,1.217543703990703,-1.0874537591097875,-0.9307329425951407,-0.8064903456392755,-0.11997437587827835,-0.9169951914991048,-0.675348857882429,-0.47606981743568183,-0.4711019367066275,1.4774785350849389,0.27430086694907163,-1.1095050284569203,-0.5255509710834134,0.36067954425377496
C10011,0.49868744281240057,0.5180838229034924,0.6603138226446168,-0.9870895765852097,1.1266335545012296,-0.9307329425951407,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.675348857882429,-0.47606981743568183,-0.10902011651332345,-1.2249092689515677,0.22878477049129003,1.5113775299488468,-0.5255509710834134,0.36067954425377496
C10012,0.14252367389908607,-0.24943448080104266,0.8259364588391197,1.2643737117124283,-1.0874537591097875,-0.9307329425951407,-0.5988577356115314,0.1593671640505949,-0.9169951914991048,-0.675348857882429,-0.47606981743568183,-0.3504079966421928,-0.6020408223148984,-0.04024004860328144,-0.7374440538706644,-0.5255509710834134,0.36067954425377496
C10013,0.5779208414226172,0.5180838229034924,1.0893016332259933,1.4232909480476672,1.0461668537807427,-0.9307329425951407,1.2698432294420248,0.1593671640505949,1.389517164227006,-0.675348857882429,-0.47606981743568183,0.4542182704540384,-0.10752298376075857,-0.13337467486403703,0.24001665992484522,0.329199985056047,0.36067954425377496
